"","plot_id","ID","AGB","DataFile","FileTitle","Total.return.count","Total.return.count.above.2.00","Return.1.count.above.2.00","Return.2.count.above.2.00","Return.3.count.above.2.00","Return.4.count.above.2.00","Return.5.count.above.2.00","Return.6.count.above.2.00","Return.7.count.above.2.00","Return.8.count.above.2.00","Return.9.count.above.2.00","Other.return.count.above.2.00","Elev.minimum","Elev.maximum","Elev.mean","Elev.mode","Elev.stddev","Elev.variance","Elev.CV","Elev.IQ","Elev.skewness","Elev.kurtosis","Elev.AAD","Elev.MAD.median","Elev.MAD.mode","Elev.L1","Elev.L2","Elev.L3","Elev.L4","Elev.L.CV","Elev.L.skewness","Elev.L.kurtosis","Elev.P01","Elev.P05","Elev.P10","Elev.P20","Elev.P25","Elev.P30","Elev.P40","Elev.P50","Elev.P60","Elev.P70","Elev.P75","Elev.P80","Elev.P90","Elev.P95","Elev.P99","Canopy.relief.ratio","Elev.SQRT.mean.SQ","Elev.CURT.mean.CUBE","Int.minimum","Int.maximum","Int.mean","Int.mode","Int.stddev","Int.variance","Int.CV","Int.IQ","Int.skewness","Int.kurtosis","Int.AAD","Int.L1","Int.L2","Int.L3","Int.L4","Int.L.CV","Int.L.skewness","Int.L.kurtosis","Int.P01","Int.P05","Int.P10","Int.P20","Int.P25","Int.P30","Int.P40","Int.P50","Int.P60","Int.P70","Int.P75","Int.P80","Int.P90","Int.P95","Int.P99","Percentage.first.returns.above.2.00","Percentage.all.returns.above.2.00","X.All.returns.above.2.00.....Total.first.returns....100","First.returns.above.2.00","All.returns.above.2.00","Percentage.first.returns.above.mean","Percentage.first.returns.above.mode","Percentage.all.returns.above.mean","Percentage.all.returns.above.mode","X.All.returns.above.mean.....Total.first.returns....100","X.All.returns.above.mode.....Total.first.returns....100","First.returns.above.mean","First.returns.above.mode","All.returns.above.mean","All.returns.above.mode","Total.first.returns","Total.all.returns"
"20",23,"T6_P3",338.875753799999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_23.laz","WebModelingApp_plot_23",116470,112428,68795,43633,0,0,0,0,0,0,0,0,2.01,43.32,23.202307,29.55,9.898969,97.989587,0.426637,14.560001,-0.459541,2.190184,8.291308,6.469999,6.179999,23.202307,5.604867,-0.716239,0.312577,0.241565,-0.127789,0.055769,2.82,5.03,7.5,12.61,16.129999,18.33,22.559999,25.360001,27.92,29.93,30.690001,31.610001,34.66,36.529999,40.619999,0.513007,25.225697,26.621052,1,171,18.567554,1,17.479944,305.548453,0.941424,21,2.743588,15.473127,12.116212,18.567554,8.372895,2.153832,1.293919,0.450942,0.257239,0.154537,1,1,2,5,6,7,11,16,20,24,27,29,35,40,101,99.274149,96.529578,162.238448,68795,112428,65.631043,40.213282,55.604018,31.087834,93.454357,52.249704,45481,27867,64762,36208,69298,116470
"21",24,"T6_P4",260.9731578,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_24.laz","WebModelingApp_plot_24",222551,217592,139860,77732,0,0,0,0,0,0,0,0,2.01,52.849998,21.336227,21.377618,8.447452,71.359442,0.395921,9.51,0.094729,2.838898,6.52683,4.74,4.747619,21.336227,4.743074,0.06099,0.726567,0.222301,0.012859,0.153185,3.18,6.64,9.74,14.45,16.34,17.639999,19.639999,21.440001,23.07,24.84,25.85,27.32,33.869999,36.970001,40.34,0.380138,22.947629,24.293661,1,172,18.984485,1,16.146299,260.702987,0.8505,22,2.442916,15.018209,11.753256,18.984485,8.03838,1.511663,0.883561,0.423418,0.188056,0.109918,1,1,2,5,6,8,12,17,22,26,28,30,35,39,91,99.653713,97.771747,155.039688,139860,217592,60.641557,60.424237,49.46911,49.26017,78.444701,78.113377,85108,84803,110094,109629,140346,222551
"22",25,"T7_P1",214.3705691,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_25.laz","WebModelingApp_plot_25",166432,147589,95275,52314,0,0,0,0,0,0,0,0,2.01,39.939999,20.925345,26.694602,9.60082,92.17575,0.458813,14.830001,-0.13689,2.064816,8.136826,7.33,7.554603,20.925345,5.517403,-0.216853,0.252313,0.263671,-0.039303,0.04573,2.44,4.61,7.2,11.28,13.44,15.12,18.5,21.85,24.690001,27.139999,28.27,29.610001,33.34,36.470001,38.581202,0.498691,23.02271,24.567392,1,160,13.452358,1,12.658417,160.235509,0.940981,15,3.559551,26.075078,8.603749,13.452358,5.891994,1.487894,0.838623,0.43799,0.252528,0.142333,1,1,2,4,5,6,8,11,14,18,20,21,26,29,69,93.182129,88.678259,144.346967,95275,147589,57.005653,36.939342,46.729595,28.534176,76.064589,46.446805,58286,37769,77773,47490,102246,166432
"23",26,"T7_P2",477.6927759,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_26.laz","WebModelingApp_plot_26",134752,127755,86278,41477,0,0,0,0,0,0,0,0,2.01,42.950001,27.639986,31.902699,8.10293,65.65748,0.29316,10.98,-0.663437,3.239612,6.586687,5.33,5.542698,27.639986,4.510087,-0.565529,0.518351,0.163173,-0.125392,0.114931,4.83,11.79,17.139999,21.370001,22.459999,23.58,25.93,29.200001,31.33,32.709999,33.439999,34.27,36.720001,39.700001,41.77,0.626038,28.803225,29.703515,1,48,11.753787,1,8.195073,67.159215,0.697228,12,0.618366,2.590264,6.850561,11.753787,4.615797,0.689475,0.221976,0.392707,0.149373,0.04809,1,1,2,4,5,6,8,10,13,16,17,19,24,27,32,95.888949,94.807498,141.986285,86278,127755,60.78998,42.529758,51.703129,34.106358,77.43201,51.078609,54697,38267,69671,45959,89977,134752
"24",27,"T7_P3",201.4870697,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_27.laz","WebModelingApp_plot_27",120681,106432,68150,38282,0,0,0,0,0,0,0,0,2.01,41.66,22.385294,30.960794,9.369675,87.790807,0.418564,13.15,-0.394232,2.364351,7.680653,6.51,7.860793,22.385294,5.325175,-0.515235,0.426988,0.237887,-0.096755,0.080183,2.3631,4.62,7.82,13.86,16.51,18.23,20.98,23.450001,25.940001,28.427,29.66,30.9,33.689999,35.889999,39.139999,0.513879,24.267084,25.605798,1,46,11.760307,1,8.359876,69.887535,0.710855,13,0.64711,2.599292,7.023229,11.760307,4.698364,0.751331,0.206097,0.39951,0.159913,0.043866,1,1,2,4,5,5,8,10,13,16,18,19,24,27,33,90.597291,88.192839,141.48864,68150,106432,55.363386,23.429004,47.655389,17.383847,76.45401,27.889076,41646,17624,57511,20979,75223,120681
"25",28,"T7_P4",162.4968359,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_28.laz","WebModelingApp_plot_28",147406,137952,90738,47214,0,0,0,0,0,0,0,0,2.01,43.110001,19.576946,4.619524,10.550385,111.310631,0.538919,17.63,0.001662,1.902096,9.077263,8.36,16.200476,19.576946,6.068876,-0.016637,0.092326,0.310001,-0.002741,0.015213,2.36,3.66,4.77,7.53,9.87,12.16,16.6,20.82,23.809999,26.26,27.5,29,34.189999,36.540001,40.084901,0.42742,22.238854,24.125646,1,47,13.468728,1,8.920018,79.566724,0.662276,15,0.3812,2.159517,7.642973,13.468728,5.091103,0.496457,0.093352,0.377994,0.097515,0.018336,1,1,2,4,5,7,9,13,16,19,20,22,26,29,34,95.528768,93.586421,145.235564,90738,137952,57.149024,89.183555,49.560398,84.919881,76.912144,131.786071,54283,84711,73055,125177,94985,147406
"26",29,"T8_P1",267.656378299999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_29.laz","WebModelingApp_plot_29",145700,142183,101598,40585,0,0,0,0,0,0,0,0,2.01,42.950001,21.844258,23.454762,8.371185,70.076737,0.383221,10.610001,-0.141776,2.770132,6.590597,5.15,5.134763,21.844258,4.714643,-0.19909,0.64769,0.21583,-0.042228,0.137378,3.18,6.51,9.86,14.76,16.57,18,20.73,22.629999,24.209999,26.110001,27.18,28.25,31.879999,36.560001,40.68,0.484471,23.393329,24.625109,1,112,17.449969,1,11.641248,135.518644,0.667121,18,0.861787,5.163999,9.396558,17.449969,6.428046,0.566826,0.44573,0.36837,0.08818,0.069341,1,1,3,6,7,9,14,17,21,24,25,27,31,35,53,99.187738,97.586136,138.809919,101598,142183,62.833154,51.952553,53.4372,43.768703,76.010934,62.258128,64360,53215,77858,63771,102430,145700
"27",30,"T8_P2",224.3385815,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_30.laz","WebModelingApp_plot_30",168653,155315,104122,51193,0,0,0,0,0,0,0,0,2.01,40.650002,20.461897,24.090001,9.237497,85.331343,0.451449,14.080001,-0.430606,2.144382,7.669587,6.459999,5.94,20.461897,5.246417,-0.60419,0.277054,0.256399,-0.115162,0.052808,2.35,3.6,5.57,10.748,13.62,16.370001,19.940001,22.030001,24.323999,26.52,27.700001,28.889999,31.68,33.23,35.810001,0.477534,22.450391,23.79091,1,54,15.098085,1,10.412939,108.429297,0.689686,17,0.406372,2.194127,8.918776,15.098085,5.934,0.617633,0.09553,0.39303,0.104084,0.016099,1,1,2,4,6,7,10,14,18,21,23,25,30,33,39,96.917177,92.091454,144.567828,104122,155315,64.8184,47.479383,53.17249,38.039051,83.471713,59.714802,69637,51009,89677,64154,107434,168653
"28",31,"T8_P3",276.355824299999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_31.laz","WebModelingApp_plot_31",187891,178550,116102,62448,0,0,0,0,0,0,0,0,2.01,41.419998,23.239633,25.78111,7.781855,60.557266,0.334853,8.26,-0.603624,3.393022,5.905017,4.189999,4.35889,23.239633,4.278136,-0.486944,0.776206,0.184088,-0.113822,0.181436,2.69,6.59,12.45,17.799999,19.43,20.57,22.82,24.389999,25.629999,26.77,27.690001,28.969999,32.830002,35.16,39.029999,0.538686,24.507906,25.452437,1,52,14.446172,1,9.95972,99.196031,0.689437,17,0.472029,2.334328,8.472234,14.446172,5.657341,0.659532,0.149373,0.391615,0.11658,0.026403,1,1,2,4,5,7,10,13,17,20,22,24,28,32,38,97.68702,95.028501,150.23012,116102,178550,68.500055,47.423244,54.990393,36.651037,86.93406,57.941456,81413,56363,103322,68864,118851,187891
"29",32,"T8_P4",407.529704299999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_32.laz","WebModelingApp_plot_32",153347,146690,94740,51950,0,0,0,0,0,0,0,0,2.01,45.150002,25.789026,35.563335,10.310956,106.315824,0.39982,15.559999,-0.539167,2.414394,8.464214,7.23,7.973334,25.789026,5.820477,-0.793132,0.448136,0.225696,-0.136266,0.076993,2.77,5.71,9.43,16.030001,18.58,21.26,25.15,27.76,29.83,32.619999,34.139999,35.259998,37.400002,39.919998,42.919998,0.551206,27.77389,29.15644,1,53,13.189897,1,9.489052,90.042104,0.719418,15,0.564735,2.491101,8.038367,13.189897,5.360025,0.745729,0.157774,0.406374,0.139128,0.029435,1,1,2,4,5,6,9,12,15,18,20,22,27,30,37,98.266795,95.658865,152.150688,94740,146690,65.179285,23.694392,55.202906,17.695162,87.803259,28.145129,62840,22844,84652,27135,96411,153347
"30",33,"T9_P1",525.789351799999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_33.laz","WebModelingApp_plot_33",184698,179174,109093,70081,0,0,0,0,0,0,0,0,2.01,63.93,26.782708,24.615714,13.521987,182.844125,0.504877,15.807499,0.553651,2.986794,10.417131,7.93,8.005713,26.782708,7.527786,0.777721,1.118683,0.281069,0.103313,0.148607,2.96,6.24,9.42,15.11,17.799999,19.9,23.370001,25.389999,28.15,31.790001,33.607498,35.57,47.52,55.209999,59.330002,0.400076,30.002609,32.795029,1,152,18.800004,1,15.954019,254.530713,0.848618,22,1.992004,11.068697,12.070645,18.800004,8.185361,1.693006,0.810849,0.435391,0.206833,0.099061,1,1,2,5,6,8,11,16,21,26,28,30,36,41,83,99.246732,97.009172,163.00252,109093,179174,48.589442,61.235797,42.26467,52.540363,71.016457,88.282494,53410,67311,78062,97041,109921,184698
"31",34,"T9_P2",282.217509,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_34.laz","WebModelingApp_plot_34",102689,98074,61265,36809,0,0,0,0,0,0,0,0,2.01,40.830002,22.579659,27.273811,9.256461,85.682064,0.409947,13.450001,-0.582708,2.393158,7.631699,5.789999,4.98381,22.579659,5.190348,-0.810301,0.413375,0.229868,-0.156117,0.079643,2.55,4.66,7.35,13.346001,16.16,18.940001,22.5,24.860001,26.790001,28.459999,29.610001,30.59,32.459999,34.93,38.43,0.529873,24.403323,25.638907,1,59,18.073037,1,12.732679,162.121112,0.704512,23,0.356702,1.973793,11.049888,18.073037,7.274736,0.745817,-0.025107,0.402519,0.102522,-0.003451,1,1,2,5,6,8,12,17,21,26,29,31,36,40,45,98.077354,95.505848,157.00381,61265,98074,64.652771,42.752858,57.02753,35.472154,93.748599,58.313322,40386,26706,58561,36426,62466,102689
"32",35,"T9_P3",65.33547319,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_35.laz","WebModelingApp_plot_35",101155,93141,58866,34275,0,0,0,0,0,0,0,0,2.01,43.799999,17.957622,21.91,8.328456,69.363173,0.463784,12.889999,-0.041852,2.238976,7.022217,6.360001,6.26,17.957622,4.768852,-0.128584,0.253705,0.265561,-0.026963,0.0532,2.44,3.96,6.07,9.62,11.09,12.8,15.96,18.65,21.43,23.01,23.98,25.4,28.41,30.139999,35.619999,0.381613,19.794914,21.181698,1,58,17.719576,1,12.766087,162.972972,0.720451,22,0.405693,2.030406,11.081959,17.719576,7.273703,0.844006,-0.015531,0.41049,0.116035,-0.002135,1,1,2,5,6,7,11,16,21,26,28,31,36,40,46,95.479539,92.077505,151.07294,58866,93141,59.39046,44.662871,48.354505,34.252385,79.335961,56.198401,36616,27536,48913,34648,61653,101155
"33",36,"T9_P4",378.631236899999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_36.laz","WebModelingApp_plot_36",134188,131249,85580,45669,0,0,0,0,0,0,0,0,2.01,42.540001,25.569295,25.813334,8.06473,65.039878,0.315407,9.799999,-0.772557,3.432637,6.172583,4.940001,5.056667,25.569295,4.441587,-0.62937,0.676072,0.173708,-0.141699,0.152214,3.2748,8.32,14.05,20.139999,21.620001,23.059999,24.870001,26.280001,28.120001,30.530001,31.42,32.349998,35.009998,36.689999,39.98,0.58128,26.810972,27.720305,1,62,19.554099,1,13.603136,185.045304,0.695667,24,0.252647,1.823288,11.983093,19.554099,7.793941,0.59757,-0.1706,0.398583,0.076671,-0.021889,1,1,3,5,7,8,13,19,24,29,31,33,38,42,47,99.480396,97.809789,152.567217,85580,131249,63.315006,61.408628,53.942976,52.293052,84.142188,81.568577,54468,52828,72385,70171,86027,134188
"34",37,"T10_P1",293.2590485,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_37.laz","WebModelingApp_plot_37",128233,119455,78141,41314,0,0,0,0,0,0,0,0,2.01,49.740002,22.895885,24.738572,11.732827,137.659219,0.512443,17.3,0.038309,2.279391,9.592948,8.049999,8.061427,22.895885,6.700457,-0.020239,0.514939,0.292649,-0.003021,0.076851,2.36,3.75,5.71,10.73,13.47,16.6,20.709999,24.09,26.23,28.91,30.77,32.709999,37.77,43.139999,47.900002,0.437584,25.727021,27.815012,1,47,14.419564,1,9.524496,90.716032,0.660526,16,0.342539,2.055224,8.198336,14.419564,5.447513,0.499304,0.064958,0.377786,0.091657,0.011924,1,1,3,5,6,7,10,14,17,20,22,24,28,31,35,95.918543,93.154648,146.631724,78141,119455,59.260305,52.694376,50.454251,43.828032,79.418408,68.98829,48277,42928,64699,56202,81466,128233
"35",38,"T10_P2",172.9612204,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_38.laz","WebModelingApp_plot_38",102810,99936,70862,29074,0,0,0,0,0,0,0,0,2.01,32.490002,17.565972,19.910953,5.777223,33.376303,0.328887,7.35,-0.355594,3.003865,4.563185,3.65,3.720953,17.565972,3.237187,-0.235318,0.454646,0.184287,-0.072692,0.140445,2.94,6.27,9.72,13.15,14.08,14.88,16.65,18.07,19.549999,20.75,21.43,22.08,24.4,26.76,29.66,0.510366,18.491601,19.229432,1,44,16.286303,1,9.936825,98.740484,0.610134,17,0.103099,1.895557,8.600105,16.286303,5.719352,0.143272,0.025928,0.351176,0.02505,0.004533,1,1,3,6,7,9,13,16,20,23,24,26,29,32,36,99.017676,97.204552,139.643681,70862,99936,61.630685,44.038287,52.294524,35.961482,75.126109,51.662125,44106,31516,53764,36972,71565,102810
"36",39,"T10_P3",293.529854699999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_39.laz","WebModelingApp_plot_39",154665,150445,98848,51597,0,0,0,0,0,0,0,0,2.01,48.080002,22.827746,24.679366,8.743249,76.444405,0.38301,9.83,0.272448,3.70076,6.55679,4.74,4.600635,22.827746,4.779647,0.053888,0.92768,0.209379,0.011274,0.19409,3.03,7.5,11.64,16.15,17.559999,18.950001,21.200001,23.32,24.959999,26.6,27.389999,28.290001,31.18,40.98,46.139999,0.451872,24.444834,25.869603,1,49,14.522663,1,9.671996,93.547513,0.665993,16,0.342849,2.070587,8.333508,14.522663,5.529835,0.501379,0.056116,0.380773,0.090668,0.010148,1,1,2,5,6,7,10,14,17,21,22,24,28,31,36,98.869751,97.271522,150.478105,98848,150445,61.074436,50.028006,50.97986,40.770698,78.86535,63.071876,61061,50017,78848,63058,99978,154665
"37",40,"T10_P4",325.8089564,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_40.laz","WebModelingApp_plot_40",190975,181241,115589,65652,0,0,0,0,0,0,0,0,2.01,38.950001,24.164659,31.91381,9.226882,85.135346,0.381834,13.240002,-0.776345,2.595923,7.614298,5.850002,5.38381,24.164659,5.12209,-1.044841,0.360657,0.211966,-0.203987,0.070412,2.55,4.87,9.13,15.9,18.459999,20.52,24.07,26.639999,28.709999,30.809999,31.700001,32.389999,34,35.150002,37.029999,0.599747,25.866303,26.995149,1,48,13.899123,1,9.427996,88.887115,0.678316,16,0.410108,2.143091,8.11123,13.899123,5.372809,0.584178,0.069194,0.386557,0.108729,0.012879,1,1,2,4,5,7,9,13,16,20,21,23,27,30,35,97.396338,94.902998,152.715308,115589,181241,70.567666,31.705694,56.661867,22.490902,91.178726,36.191744,83749,37628,108210,42952,118679,190975
"38",41,"T11_P1",148.365108099999,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_41.laz","WebModelingApp_plot_41",186526,181916,126317,55599,0,0,0,0,0,0,0,0,2.01,42.279999,20.205628,21.18619,8.039829,64.638849,0.3979,10.77,-0.048848,2.567157,6.45706,5.379999,5.36619,20.205628,4.567792,-0.06196,0.52026,0.226065,-0.013564,0.113897,2.95,5.74,9.23,13.31,14.7,15.89,18.5,20.530001,22.360001,24.48,25.469999,26.629999,30.83,34.59,36.889999,0.451841,21.7464,22.984291,1,52,14.176549,1,9.09586,82.734677,0.641613,15,0.357581,2.313475,7.706443,14.176549,5.189782,0.411927,0.169323,0.366082,0.079373,0.032626,1,1,3,5,6,7,11,14,17,20,21,23,26,30,36,99.441847,97.528495,143.211626,126317,181916,60.39551,54.660463,50.483579,45.303604,74.130493,66.524176,76718,69433,94165,84503,127026,186526
"39",42,"T11_P2",189.7459756,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_42.laz","WebModelingApp_plot_42",277155,263743,180081,83662,0,0,0,0,0,0,0,0,2.01,44.799999,18.827487,24.423809,7.651434,58.544438,0.406397,11.150001,-0.167158,2.69426,6.237496,5.190001,5.666191,18.827487,4.320498,-0.297365,0.414035,0.229478,-0.068827,0.09583,2.55,5.02,7.63,11.63,13.46,15.27,17.540001,19.82,21.690001,23.700001,24.610001,25.27,27.01,29.780001,36.6158,0.393024,20.322856,21.476407,1,55,17.345461,1,11.224124,125.98097,0.647093,19,0.222608,1.96259,9.707735,17.345461,6.443002,0.374877,0.026072,0.371452,0.058184,0.004047,1,1,3,5,7,9,13,17,21,25,26,28,33,36,41,97.853091,95.160831,143.313663,180081,263743,61.127956,31.837941,51.727734,24.932258,77.902756,37.548361,112495,58592,143366,69101,184032,277155
"40",43,"T11_P3",326.0374297,"C:\NRS_404_504\00_app\01_data\processing\07_polyclipdata\WebModelingApp_plot_43.laz","WebModelingApp_plot_43",242283,234277,157806,76471,0,0,0,0,0,0,0,0,2.01,37.73,22.442981,29.225238,9.305185,86.586463,0.414614,13.68,-0.61146,2.200948,7.846478,5.800001,5.325238,22.442981,5.219111,-0.902873,0.231431,0.23255,-0.172994,0.044343,2.7876,5.18,7.19,12.27,16.01,18.459999,22.120001,25.02,27.360001,29.129999,29.690001,30.469999,32.52,34.290001,36.259998,0.572032,24.295545,25.530697,1,55,16.474989,1,10.765607,115.898285,0.653452,19,0.253357,2.019425,9.295559,16.474989,6.171942,0.397265,0.040867,0.374625,0.064366,0.006621,1,1,3,5,6,8,12,16,20,23,25,27,31,34,40,98.881516,96.6956,146.798378,157806,234277,67.727503,37.896874,57.003587,28.193889,86.539968,42.802539,108087,60480,138110,68309,159591,242283
